Geographic Location,city_lat,city_lon,ann_rain_inch,ann_snow_inch,min_jan,min_feb,min_mar,min_apr,min_may,min_jun,min_jul,min_aug,min_sep,min_oct,min_nov,min_dec,max_jan,max_feb,max_mar,max_apr,max_may,max_jun,max_jul,max_aug,max_sep,max_oct,max_nov,max_dec
"Monticello, NY",41.6556465,-74.6893282,51.6,3.51,12.9,11.2,19.5,29.9,43.4,54.4,57.8,56.8,48.4,36.8,28.3,19.1,33.0,34.2,46.0,56.3,70.3,76.4,80.3,79.6,71.7,60.2,48.0,36.6
"Roseland, NJ",40.8206555,-74.2937595,50.79,2.62,20.3,22.2,29.4,39.4,48.5,58.1,63.2,61.5,53.2,41.8,34.5,25.5,37.2,41.1,49.4,61.4,71.4,79.9,84.6,83.1,75.9,64.3,53.6,42.2
"Erial, NJ",39.773448,-75.006278,49.32,0.78,21.9,23.8,30.8,39.7,49.2,59.4,64.5,63.0,55.6,43.3,35.0,26.5,40.4,43.3,51.4,62.6,72.5,81.5,85.9,84.2,77.3,65.7,55.3,44.6
"Mays Landing, NJ",39.452786,-74.72469501133642,45.13,1.57,20.7,22.8,30.2,39.1,48.8,58.7,63.5,62.3,54.0,42.1,34.1,25.1,42.8,46.4,54.2,64.6,73.8,82.0,86.8,85.4,78.6,67.5,58.2,47.4
"Far Rockaway, NY",40.6053825,-73.7551326,48.26,1.92,26.3,28.1,34.2,43.5,52.8,62.8,68.5,67.8,60.8,49.6,40.7,31.5,39.1,41.8,49.0,59.0,68.5,78.0,83.2,81.9,75.3,64.5,54.3,44.0
"Summerville, GA",34.480642,-85.3477343,58.5,0.06,28.1,30.7,36.7,44.0,53.5,62.6,66.8,66.0,58.8,45.9,37.2,30.6,51.8,56.0,64.0,72.4,80.2,87.0,90.0,89.8,84.1,73.7,64.2,53.6
"Indian Trail, NC",35.0768141,-80.6692352,46.97,0.37,32.0,34.7,41.4,48.3,56.3,65.2,68.8,68.0,61.5,49.9,40.8,33.7,50.8,55.0,63.0,72.0,79.4,87.0,90.0,87.5,81.3,72.0,62.5,53.0
"Rockingham, NC",34.9393201,-79.7739457,47.33,0.23,29.6,32.3,39.1,47.4,56.5,65.2,69.0,67.9,60.7,48.7,39.3,31.7,53.2,57.7,66.0,75.2,82.2,88.8,91.5,89.5,83.6,74.2,65.3,55.9
"Waxhaw, NC",34.9362535,-80.75079198523316,43.89,0.24,32.0,34.7,41.4,48.3,56.3,65.2,68.8,68.0,61.5,49.9,40.8,33.7,50.8,55.0,63.0,72.0,79.4,87.0,90.0,87.5,81.3,72.0,62.5,53.0
"Canton, GA",34.2367621,-84.4907621,53.04,0.06,28.5,30.1,37.0,45.2,53.5,61.7,65.7,65.8,59.2,47.5,39.1,30.9,48.4,52.7,62.3,70.1,75.9,81.8,85.3,85.0,79.0,70.6,60.8,50.6
"Durham, NC",35.996653,-78.9018053,47.31,0.3,27.1,29.4,35.3,43.6,53.9,63.5,68.1,66.4,58.9,46.2,37.2,29.4,48.5,52.6,61.4,70.5,77.2,84.1,87.1,85.7,79.3,69.8,60.9,51.8
"Apex, NC",35.7325352,-78.8505516,48.76,1.61,30.0,31.9,38.5,47.4,55.7,65.1,69.0,67.7,61.0,49.5,40.4,33.0,49.9,53.6,61.7,71.3,78.3,84.9,88.6,87.3,80.9,71.5,62.8,52.8
"Hickory, NC",35.7333312,-81.3442915,44.7,0.27,29.3,32.1,38.7,46.8,55.2,64.0,67.5,66.7,59.6,48.2,39.0,31.4,49.1,53.1,61.1,70.1,77.4,84.8,87.6,86.1,79.7,70.4,60.8,50.9
"Whispering Pines, NC",35.2557123,-79.3722503,47.35,0.23,30.4,33.2,40.0,47.7,56.1,64.8,68.5,67.5,60.6,49.3,40.3,32.9,49.4,53.7,62.1,71.1,77.6,84.4,87.6,86.0,79.9,70.7,61.6,51.9
"Duluth, GA",34.0028569,-84.1441046,51.39,0.06,28.5,31.7,37.7,46.1,54.8,64.1,67.5,67.2,60.2,47.8,38.2,31.3,49.0,53.7,61.6,70.1,77.0,83.8,86.7,86.0,80.2,70.7,61.2,51.2
"Bluffton, SC",32.2084605,-80.94084030435418,47.84,0.01,39.7,42.4,48.7,54.5,62.9,70.8,73.5,72.9,69.2,59.3,49.9,42.5,60.3,63.2,68.9,75.4,81.9,86.2,89.3,88.2,84.0,76.5,69.6,61.5
"Weatherford, TX",32.7589648,-97.7970748,37.67,0.42,30.1,33.5,41.6,49.7,59.8,67.3,71.1,70.3,62.0,50.9,40.9,31.4,55.0,58.5,66.3,75.1,81.7,88.2,93.2,94.1,86.6,76.6,65.4,55.8
"Doral, FL",25.8184725,-80.35396791309786,70.38,0.0,59.9,62.3,64.9,68.3,72.9,76.0,77.3,77.4,76.5,73.5,68.1,63.0,76.4,78.1,80.3,83.2,87.0,89.5,90.9,91.0,89.3,86.2,81.7,77.9
"Wellington, FL",26.63799875,-80.25590780868578,65.02,0.0,55.8,58.3,61.3,63.9,68.2,72.7,74.9,74.9,73.8,70.6,64.5,59.4,75.6,77.1,79.4,82.4,85.9,89.2,90.6,90.8,89.4,86.0,81.2,77.7
"Altadena, CA",34.1863161,-118.1352329,5.74,0.01,44.1,46.5,50.3,56.5,65.7,73.2,80.1,79.9,71.8,60.2,50.1,43.2,66.3,71.3,79.6,88.5,98.4,107.9,112.2,110.3,103.6,90.4,75.4,65.1
"Bozeman, MT",45.6794293,-111.0440474,20.19,5.59,14.1,16.3,23.2,30.0,38.0,44.8,50.8,49.2,41.0,31.8,21.6,12.7,36.0,39.1,47.8,56.8,65.4,73.8,83.4,83.0,72.3,59.4,43.3,34.1
"Lakewood, WA",47.1714085,-122.5164,40.42,0.48,37.1,36.9,39.8,43.2,48.2,52.6,56.1,55.7,51.6,46.0,40.4,35.8,48.4,50.9,55.5,60.4,66.4,71.5,77.0,77.0,71.3,61.3,52.6,46.9
"St. George, UT",37.104153,-113.5841313,13.19,0,31.0,35.3,41.6,48.7,58.7,67.3,74.5,72.8,63.2,49.7,38.0,30.6,53.7,58.8,67.3,75.2,85.8,95.7,101.4,99.1,91.7,77.7,62.9,51.9
"Inman, SC",35.0470617,-82.0901088,61.77,0.46,25.4,28.4,34.6,42.0,52.6,61.5,65.6,64.9,57.2,44.2,34.3,27.5,52.2,56.7,63.5,73.5,79.9,87.3,90.6,89.2,83.2,73.7,63.9,54.1
"Williamsburg, IA",41.661228,-92.0095064,34.18,2.85,10.4,14.4,25.9,37.3,48.8,59.0,62.8,60.4,50.7,38.6,27.2,14.4,28.5,33.7,46.5,60.8,71.1,80.1,83.7,82.0,75.3,62.8,47.3,32.5
"Van Nuys, CA",34.1866193,-118.4486669,13.02,0.0,44.9,45.2,47.9,50.6,55.4,59.2,63.2,63.9,61.8,54.8,48.0,43.7,65.6,66.8,69.7,72.9,77.6,83.5,89.7,91.4,87.7,80.2,72.9,65.9
"England, AR",34.5442609,-91.9690285,54.68,0.28,32.8,36.6,44.1,52.7,61.8,69.3,72.2,70.8,63.2,52.7,43.8,35.1,49.8,54.8,64.1,73.6,80.8,87.5,90.2,89.7,83.7,73.9,62.0,51.6
"Pennsville, NJ",39.6534464,-75.5165881,49.32,4.53,24.6,26.8,33.6,43.0,52.6,62.6,67.6,66.1,58.2,46.1,37.4,28.7,40.2,43.5,52.4,63.5,73.0,81.8,86.1,84.2,77.4,66.2,55.7,44.6
"Alpine, AL",33.348722,-86.2385859,58.15,0.04,32.7,36.2,42.0,48.6,57.7,65.3,68.8,67.8,61.3,50.0,41.1,34.9,56.7,61.1,69.7,76.7,82.9,88.8,91.3,90.9,86.0,77.1,67.7,58.6
"Kyle, TX",29.9892928,-97.8772103,35.19,0.04,38.7,42.2,49.1,56.8,65.5,71.7,73.5,73.6,67.7,58.4,49.0,40.3,62.4,65.9,72.5,79.7,85.9,91.4,94.3,95.8,90.0,82.0,72.0,63.3
"Lutcher, LA",30.0404796,-90.6989797,64.29,0.01,41.6,44.9,50.4,57.3,65.7,71.9,74.0,73.7,69.3,59.1,50.2,43.6,61.6,64.9,71.6,78.2,84.8,89.1,90.6,91.1,87.5,79.6,71.3,63.7
"Cherry Hill, NJ",39.9348351,-75.0307264,46.11,1.08,22.9,24.6,31.4,40.2,49.0,59.1,63.9,62.0,54.7,43.6,35.3,27.1,42.8,46.8,56.0,67.1,76.7,85.3,89.1,87.0,80.1,69.0,57.6,46.8
"Sanford, FL",28.8117297,-81.2680345,53.04,0.0,48.9,51.3,55.5,59.7,66.0,72.0,74.0,74.3,72.9,66.5,59.1,52.2,70.5,73.3,77.4,82.1,87.9,91.2,92.6,92.3,89.6,84.5,78.4,72.3
"Atascadero, CA",35.4894169,-120.6707255,17.48,0.0,33.4,36.8,39.6,40.9,45.6,49.3,52.6,51.8,48.6,42.8,36.5,32.3,61.2,63.8,67.9,73.1,80.2,86.2,91.2,91.7,88.3,79.9,68.0,60.6
"Loomis, CA",38.8212889,-121.1930041,17.91,0.0,37.8,40.3,42.8,45.7,52.0,58.1,63.7,63.0,59.3,52.2,43.6,37.7,54.5,58.4,62.5,67.5,76.2,84.7,91.7,90.9,85.3,75.5,62.0,54.4
"Atherton, CA",37.4613272,-122.197743,16.15,0.0,40.4,42.7,44.7,46.3,50.0,53.5,56.1,55.8,54.0,49.9,44.3,40.3,58.0,61.6,64.9,69.0,73.6,79.2,82.0,81.4,79.7,74.2,64.5,58.1
"Astoria, OR",46.187885,-123.831256,82.29,0.25,37.7,37.2,38.9,41.0,45.6,50.0,53.1,53.1,49.4,44.2,40.1,36.6,49.8,51.6,53.8,56.4,60.4,63.9,67.4,68.7,67.6,60.9,53.5,48.7
"Council, ID",44.728532,-116.43648182094685,20.98,5.57,17.4,19.2,28.5,34.6,42.3,49.3,55.7,54.8,45.6,34.3,25.2,17.2,34.4,39.0,51.0,61.6,71.2,80.0,90.0,90.2,79.8,65.0,46.9,34.3
"Farmington, NM",36.7291152,-108.2054451,8.59,1.41,19.7,24.1,28.3,34.7,43.2,51.7,61.1,58.6,49.8,37.7,26.9,19.5,42.8,49.2,58.3,66.8,78.5,88.6,92.1,88.6,81.1,67.7,53.1,42.2
"Vernon Hills, IL",42.2204892,-87.9803604,35.22,3.34,13.1,16.9,26.2,37.0,47.0,58.1,62.6,61.1,52.7,41.1,30.2,17.6,28.8,33.2,44.3,56.9,68.2,77.8,82.1,80.3,72.9,60.4,46.4,32.5
"Orange, CT",41.2784304,-73.0256609,122.63,0.0,10.8,12.6,20.2,33.3,43.4,53.0,57.2,54.9,47.8,38.1,29.6,18.4,27.0,30.1,38.9,52.9,66.0,73.5,78.9,77.2,70.0,56.9,43.6,32.3
"New Canaan, CT",41.146763,-73.4948446,50.04,0.0,20.0,22.2,29.2,38.8,48.1,57.1,62.3,61.1,53.9,42.4,34.1,25.3,38.8,42.3,50.6,63.2,73.2,81.2,85.6,83.7,76.4,65.2,54.4,43.0
"Mclean, VA",38.9342888,-77.1776327,43.73,1.52,25.4,28.2,34.7,44.1,53.6,63.4,68.1,66.9,59.6,47.1,37.7,28.7,43.0,47.3,56.2,68.2,76.5,84.9,88.5,86.7,79.8,68.6,57.5,46.4
"West Des Moines, IA",41.5645337,-93.7595281,35.61,2.75,14.3,18.8,29.7,41.1,52.2,62.0,66.8,64.8,55.2,43.0,30.5,18.0,31.0,36.1,49.0,62.3,72.4,81.6,85.7,83.8,76.1,63.1,47.9,34.0
"Wexford, PA",40.6264561,-80.055891,41.61,2.91,20.8,21.9,29.6,38.6,50.8,60.6,65.7,63.4,55.3,44.2,34.4,25.2,37.1,40.1,49.8,61.9,71.2,79.4,83.2,81.9,75.4,63.7,52.8,40.7
"Lake Barrington, IL",42.2125241,-88.1525798,36.55,3.49,13.0,16.7,26.4,37.6,47.5,57.7,62.6,61.1,52.4,40.5,30.3,17.9,28.2,33.2,44.0,57.4,68.1,77.5,81.5,79.3,72.2,60.0,46.6,32.5
"Mission, KS",39.0277832,-94.6557914,41.86,1.71,22.4,26.3,35.8,46.6,57.1,66.7,72.0,70.2,60.5,48.9,36.6,25.6,39.5,44.6,56.2,66.7,75.9,85.0,90.1,88.6,80.0,67.8,54.2,41.8
"Niles, MI",41.8297694,-86.2541768,40.08,2.64,15.8,17.8,25.5,36.3,46.4,56.0,59.8,57.9,50.1,39.3,31.0,20.9,30.7,34.1,44.3,57.4,68.2,77.8,81.4,79.6,72.6,60.2,47.2,34.6
"Bettendorf, IA",41.5252761,-90.5096386,37.81,1.03,16.3,20.8,31.0,42.7,53.6,63.6,67.8,65.8,57.6,45.4,33.6,20.7,31.8,36.5,48.9,62.3,72.6,81.5,84.8,83.0,76.5,64.0,49.4,34.5
"DeKalb, IL",41.8903447,-88.7713953,36.98,2.71,12.8,16.8,27.0,37.7,48.5,58.9,62.9,61.0,52.3,40.2,29.7,17.2,27.9,32.8,44.9,59.0,70.3,80.0,83.3,81.3,74.5,61.9,46.4,31.9
"Granger, IN",41.73547645,-86.13970768197521,38.98,3.34,15.5,18.1,26.8,37.4,47.9,57.8,61.2,59.5,51.4,40.3,31.3,20.4,31.6,35.4,46.5,59.6,70.1,79.4,82.8,81.1,75.0,62.3,49.3,35.5
"Romeoville, IL",41.6475306,-88.0895061,40.11,2.71,15.8,19.7,29.5,39.6,49.9,59.6,64.1,62.7,54.6,43.0,32.7,20.0,30.6,35.5,47.8,60.8,71.1,80.2,84.0,82.0,75.6,62.9,48.5,34.7
"Maywood, IL",41.8791979,-87.8431155,37.75,3.49,19.8,22.9,30.9,42.2,51.7,61.9,69.5,68.6,61.1,49.2,37.5,24.9,32.2,36.4,45.8,56.9,67.8,77.1,83.4,81.5,74.5,62.8,49.2,36.3
"Ferguson, MO",38.744707,-90.3038975,43.03,1.03,23.7,27.6,36.6,47.2,57.2,66.8,71.0,69.4,60.6,49.0,38.1,26.9,39.9,45.0,55.9,67.4,76.3,85.1,89.1,87.9,80.2,68.5,55.5,42.5
"Kingsport, TN",36.550238,-82.5594293,45.1,3.06,26.0,28.2,34.6,42.9,52.7,61.4,65.4,64.1,56.8,44.8,35.7,28.8,46.3,51.2,60.7,70.3,78.1,84.9,87.6,87.1,81.3,71.2,60.5,49.1
"Bellevue, WA",47.6144219,-122.1923372,39.88,0.68,37.3,37.1,39.7,42.9,48.8,53.3,56.5,57.0,53.1,46.8,40.6,36.0,48.6,51.4,55.4,59.9,65.8,70.7,75.8,76.2,70.8,60.7,52.4,46.9
"Wilmette, IL",42.0757315,-87.7193768,38.17,4.27,15.9,19.1,28.2,37.9,47.2,57.0,63.1,62.3,53.9,41.9,32.8,20.4,31.6,35.7,45.4,56.7,67.5,77.7,82.6,81.3,74.4,62.3,48.9,35.7
"Rahway, NJ",40.6081591,-74.2776468,50.79,1.79,21.8,24.0,30.0,39.2,48.5,58.6,63.7,62.4,54.8,42.8,34.9,26.5,40.1,43.8,52.0,63.4,72.9,81.7,86.1,84.5,77.2,66.1,55.8,44.2
"Murrysville, PA",40.4284015,-79.697545,50.1,8.22,20.0,21.2,28.1,38.6,49.5,58.8,63.4,61.6,54.6,42.2,33.4,24.6,36.6,40.3,49.7,62.3,71.4,79.6,82.9,82.1,75.3,63.7,52.2,40.2
"North Canton, OH",40.875891,-81.4023356,39.62,3.4,19.1,21.3,28.5,38.8,48.5,57.7,61.9,60.6,53.3,42.5,33.9,23.9,33.1,36.7,46.6,59.6,69.3,78.0,82.0,80.3,73.0,61.0,49.2,37.0
"Farmington, MN",44.6402434,-93.1435497,32.63,4.59,7.5,12.5,24.1,36.8,48.2,57.9,62.1,59.8,51.3,39.0,25.8,11.9,23.5,28.9,41.2,58.2,69.7,78.5,82.3,79.6,71.6,58.8,41.2,26.6
"Kannapolis, NC",35.4874708,-80.621438,48.76,0.11,28.5,31.2,38.2,46.3,55.6,65.0,69.0,67.9,60.3,48.0,38.5,30.9,51.6,55.9,64.0,73.3,80.4,87.8,90.8,89.3,83.0,73.4,64.1,54.2
"Elmore, AL",32.5801231,-86.125195,47.57,0.04,34.9,38.5,44.2,49.8,59.6,67.5,70.8,70.4,65.3,54.0,43.7,37.3,56.1,60.5,68.7,75.1,82.3,87.7,90.3,89.8,86.1,76.5,67.5,58.2
"Brodnax, VA",36.702253999999996,-78.03210276848777,42.81,0.6,27.5,29.9,36.3,44.1,53.2,63.0,66.8,64.7,57.5,45.5,36.7,29.7,48.7,52.8,60.8,70.7,78.2,85.5,88.6,87.1,80.9,71.2,62.3,51.8
"Pflugerville, TX",30.4393696,-97.6200043,34.89,0.04,37.2,38.8,45.4,55.1,63.9,69.8,72.2,71.7,66.5,56.7,47.2,38.2,60.6,63.6,70.9,78.6,85.5,91.0,94.5,95.8,90.2,81.1,70.6,61.7
"Nicholson, GA",34.1139993,-83.4315488,50.46,0.06,30.7,33.8,39.9,47.4,55.4,64.4,67.7,66.9,60.5,49.7,40.5,33.6,51.6,55.6,63.9,71.9,79.3,86.8,89.4,88.9,82.2,72.3,63.4,53.8
"Lake View Terrace, CA",34.2763908,-118.3611912,5.74,0.01,44.1,46.5,50.3,56.5,65.7,73.2,80.1,79.9,71.8,60.2,50.1,43.2,66.3,71.3,79.6,88.5,98.4,107.9,112.2,110.3,103.6,90.4,75.4,65.1
"Gladewater, TX",32.5365333,-94.9427169,48.09,0.1,33.7,37.0,44.4,52.1,61.6,68.8,72.3,71.2,64.4,53.7,44.1,35.1,57.4,61.5,69.7,77.2,84.3,90.5,94.1,95.0,89.1,79.3,68.3,58.6
"Ponchatoula, LA",30.4388041,-90.4414762,62.9,0.0,33.0,36.0,42.1,49.0,58.0,64.8,68.5,68.1,62.3,50.9,41.8,35.0,59.6,63.7,71.8,79.1,85.5,90.5,92.7,92.1,87.4,79.4,70.6,62.0
"Kingsland, GA",30.7999563,-81.6898261,48.81,0.0,36.6,41.3,46.6,51.7,59.7,67.9,71.1,70.9,67.8,56.5,47.9,40.2,61.3,65.7,71.9,78.6,84.9,89.4,91.8,89.3,86.0,78.9,71.7,64.6
"North Salem, IN",39.859767,-86.6425036,42.84,1.87,20.5,23.6,33.0,43.9,53.8,63.2,67.1,65.2,56.3,44.6,34.6,24.2,38.0,43.0,54.0,65.9,75.3,84.3,87.8,86.9,79.7,68.3,54.6,41.2
"Columbus, IN",39.2014405,-85.9213796,47.36,0.81,20.7,23.3,31.3,42.0,52.5,62.3,65.8,63.5,55.2,43.0,34.4,24.7,37.4,41.9,52.4,64.4,73.7,82.4,85.6,84.8,78.6,66.8,54.3,40.8
"Lucedale, MS",30.9251869,-88.5900235,63.41,0.05,36.0,38.4,45.9,52.0,60.1,66.9,69.3,69.0,62.8,51.1,42.8,37.1,60.7,65.0,72.4,78.9,85.6,90.8,92.7,92.3,88.9,80.6,71.2,62.8
"Deland, FL",29.0283213,-81.3031098,58.04,0.0,43.7,46.6,50.2,55.7,63.0,70.3,72.0,72.4,70.6,63.1,54.2,47.0,68.8,71.7,76.2,80.6,85.9,89.3,91.1,90.7,87.8,82.7,76.6,70.8
"Rosemere, PQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Camden, NJ",39.9448402,-75.1198911,48.51,0.19,28.7,30.7,36.7,46.0,56.4,65.3,70.5,69.1,62.4,51.4,42.3,33.0,42.8,46.2,53.9,64.4,73.9,83.0,86.5,85.5,76.8,67.3,57.5,46.4
"South Orange, NJ",40.7474966,-74.2635376,49.88,4.53,18.3,20.3,28.0,38.1,47.3,57.3,62.4,60.7,52.7,40.2,32.4,23.6,39.1,42.3,50.6,62.4,72.7,81.7,86.3,84.9,77.8,66.2,55.1,43.9
"Berrien Springs, MI",41.9464336,-86.3388965,40.74,3.34,18.9,21.2,28.9,39.2,49.4,59.3,63.7,62.5,55.2,44.2,34.1,23.3,32.7,36.7,47.9,61.4,72.1,81.2,84.7,82.6,75.6,63.0,49.5,36.5
"Newtown, CT",41.4134764,-73.3086445,51.1,0.0,19.2,21.8,28.6,38.9,48.4,58.5,63.4,61.8,53.4,41.8,33.6,24.6,35.6,39.6,48.7,61.0,71.9,80.8,84.9,82.5,74.5,62.7,51.3,39.9
"Coralville, IA",41.6764044,-91.5804475,36.28,2.72,20.3,22.6,28.3,32.9,40.8,48.0,53.3,53.2,44.1,34.3,26.2,19.3,45.8,50.8,57.1,62.8,72.6,82.2,91.1,89.2,80.9,68.9,55.0,46.0
"Beaver Falls, PA",40.7520097,-80.3192295,35.35,2.82,18.9,20.9,27.7,37.9,47.3,56.5,60.6,58.4,51.3,40.2,32.4,23.5,32.8,37.2,46.9,59.9,68.9,77.5,81.2,79.8,72.9,61.2,48.9,36.6
"Sugarcreek, OH",40.50312,-81.6409582,38.15,1.86,18.5,19.5,26.3,36.4,47.4,57.1,61.6,59.4,51.8,39.5,31.7,23.3,34.8,39.0,48.4,61.7,71.8,80.4,84.1,83.0,76.5,64.2,51.6,39.1
"Pennsauken, NJ",39.9562238,-75.0579502,46.11,1.08,22.9,24.6,31.4,40.2,49.0,59.1,63.9,62.0,54.7,43.6,35.3,27.1,42.8,46.8,56.0,67.1,76.7,85.3,89.1,87.0,80.1,69.0,57.6,46.8
"Mount Pleasant, MI",43.597646,-84.7668495,32.34,3.95,13.9,14.4,21.9,32.8,44.7,55.4,59.4,57.0,49.1,38.5,29.3,20.2,28.2,31.1,41.5,55.8,68.0,77.9,82.4,79.8,71.9,58.6,44.5,33.0
"Aledo, TX",32.69900905,-97.60396629774493,42.57,0.31,28.7,32.5,40.1,49.1,59.6,67.1,71.0,70.2,62.3,51.2,40.2,30.5,52.7,57.0,64.8,73.5,80.3,87.7,93.0,94.3,86.1,75.5,64.1,53.8
"Dearborn Heights, MI",42.3369816,-83.2732627,35.91,2.76,17.8,19.7,27.1,37.8,47.6,57.6,62.1,60.9,52.9,41.6,32.9,23.0,33.0,36.3,46.4,59.7,71.0,80.4,84.5,83.1,75.8,62.8,49.7,37.1
"Farmington Hills, MI",42.4853125,-83.3771553,32.8,3.14,15.4,17.7,24.1,36.0,46.3,56.2,60.5,58.8,51.0,39.3,30.6,21.2,30.4,33.7,43.6,57.1,68.6,78.1,82.7,80.6,72.7,59.7,47.2,34.5
"Lewiston, ID",46.4195913,-117.0216144,12.31,1.18,49.8,53.2,56.2,59.5,65.5,71.0,72.4,73.0,72.5,67.8,60.3,53.8,74.4,77.1,79.8,83.8,88.2,89.9,91.0,90.8,89.1,85.4,80.5,75.8
"Tazewell, VA",37.1236041,-81.5684129,42.84,5.29,13.7,18.0,24.9,29.9,36.7,43.8,51.1,48.8,40.5,31.0,22.0,14.6,36.9,41.6,50.5,57.8,67.0,75.9,85.3,84.5,75.8,63.7,48.1,37.9
"Holliston, MA",42.2000966,-71.4245049,48.9,4.1,14.6,17.8,25.2,35.1,44.9,54.7,60.0,58.5,49.4,37.7,30.0,21.1,37.2,40.8,48.4,59.8,69.9,78.8,84.0,82.8,75.4,64.2,53.1,42.0
"Altamonte Springs, FL",28.6619154,-81.3885899,52.73,0.0,49.8,53.4,57.2,61.7,67.8,73.2,75.5,75.6,74.1,67.7,59.8,53.8,70.7,73.1,77.4,82.1,87.9,90.7,91.8,91.6,89.2,84.1,77.9,72.2
"Pittsfield, MA",42.451302,-73.260018,51.73,7.84,11.6,15.2,21.8,33.7,43.3,52.8,56.4,55.8,47.9,37.2,28.9,19.4,28.9,32.3,41.9,54.6,66.4,74.2,78.6,77.2,69.1,57.8,46.8,34.0
"Randallstown, MD",39.3676844,-76.7954545,43.37,1.52,24.2,26.0,32.4,42.4,51.2,60.7,65.1,63.9,56.4,44.8,36.2,28.0,42.1,46.1,55.2,67.0,75.8,84.2,87.7,86.1,79.0,68.1,57.1,45.5
"Hillsborough, NC",36.0752297,-79.0992279,47.81,0.37,28.4,30.9,38.1,45.7,54.9,63.4,67.1,65.6,58.8,47.1,38.4,31.5,48.6,53.3,61.4,70.2,77.1,84.1,87.7,86.5,80.4,70.8,61.7,52.1
"Sewickley, PA",40.5364566,-80.1845031,37.26,2.91,20.8,21.9,29.6,38.6,50.8,60.6,65.7,63.4,55.3,44.2,34.4,25.2,37.1,40.1,49.8,61.9,71.2,79.4,83.2,81.9,75.4,63.7,52.8,40.7
"Marlboro, NJ",39.9028913,-74.9218327,47.58,1.08,22.9,24.6,31.4,40.2,49.0,59.1,63.9,62.0,54.7,43.6,35.3,27.1,42.8,46.8,56.0,67.1,76.7,85.3,89.1,87.0,80.1,69.0,57.6,46.8
"Glenside, PA",40.1023326,-75.1521195,47.35,1.16,25.5,27.6,34.0,43.6,53.0,62.5,67.4,65.7,58.0,46.7,38.5,30.0,38.9,42.1,51.0,62.3,72.1,80.8,84.9,82.9,75.5,64.2,54.3,42.7
"Glenmoore, PA",40.0889905,-75.7718794,47.26,1.08,20.9,22.9,29.8,39.4,49.1,58.5,63.3,61.9,54.0,42.5,33.9,25.2,37.5,41.0,50.3,62.2,72.0,80.6,84.7,83.1,75.8,64.3,53.4,42.0
"Doylestown, PA",40.3100446,-75.1304588,50.38,2.21,17.9,20.1,26.9,36.4,46.1,55.6,60.6,58.8,51.5,39.7,31.3,23.1,40.4,43.1,52.4,63.5,73.9,83.1,87.3,85.7,78.5,67.3,55.8,44.6
"Jefferson, OH",40.3792938,-80.7847619,38.42,2.82,19.9,20.5,26.8,37.4,46.3,55.5,59.6,57.9,51.1,42.4,34.7,25.4,33.5,36.4,45.3,58.4,68.8,78.4,80.0,78.7,72.3,61.3,49.7,37.0
"Mantua, OH",41.283944,-81.223991,37.5,21.89,14.9,16.5,23.9,35.7,46.0,55.1,59.2,57.9,50.9,39.7,30.9,20.4,31.3,34.7,44.0,57.5,67.7,76.4,80.3,78.9,71.9,59.9,48.2,35.5
"Fort Hood, TX",31.20143875,-97.77175781353557,33.88,0.0,38.8,42.4,47.9,56.8,65.3,71.4,74.3,75.0,68.7,58.3,48.7,38.9,58.9,61.8,70.3,76.7,83.6,90.8,93.6,94.9,89.5,79.3,69.5,60.4
"Westmeadows, VIC       ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paris, KY",38.2097987,-84.2529869,46.4,0.71,22.3,25.1,31.7,40.8,50.9,60.1,64.3,62.6,54.1,42.4,33.8,25.7,40.9,45.3,55.3,66.6,75.3,83.8,87.0,86.6,80.5,68.8,56.4,44.3
"Clinton, PA",41.2711458,-77.6984481,37.77,5.94,18.7,20.1,26.8,36.6,45.4,55.3,59.7,58.6,51.6,40.3,32.4,24.0,34.5,38.6,47.8,61.3,72.1,80.0,83.7,82.1,74.3,62.8,50.5,38.5
"Centennial, CO",39.5680644,-104.97783081285026,18.31,6.18,1.0,7.3,19.7,27.0,35.9,41.9,46.8,45.7,38.5,27.8,16.0,3.9,33.1,38.8,49.1,58.4,67.2,76.1,79.9,78.0,72.3,61.0,46.2,34.1
"Lisle, IL",41.801141,-88.0747875,38.52,2.71,14.7,16.9,26.1,37.0,47.2,58.0,61.7,60.0,50.9,39.3,28.6,18.8,30.7,35.5,46.9,59.6,69.7,80.1,83.8,81.2,74.8,62.5,48.5,35.1
"Orchard Park, NY",42.7670376,-78.7435517,39.63,9.47,13.6,13.2,20.9,32.2,42.0,51.5,56.6,55.0,48.0,38.0,30.0,20.3,30.5,32.8,41.7,55.2,66.4,74.8,78.3,77.2,70.0,58.8,47.3,35.4
"Henrietta, NY",43.0611781,-77.6338983,33.64,5.15,17.6,18.6,25.8,36.6,46.3,55.9,60.7,59.5,52.0,41.5,33.0,23.5,31.7,34.1,42.8,56.0,67.6,76.6,81.0,79.1,71.6,59.6,48.0,36.5
"Quincy, FL",30.5871948,-84.5832619,59.73,0.01,39.9,41.6,47.5,52.1,60.7,68.1,70.5,70.3,65.8,56.5,48.9,42.3,63.8,67.1,73.5,78.9,86.4,90.0,90.9,90.4,87.8,80.9,72.9,65.5
